,Unnamed: 0,date,platform,url,title,body,author,tags,num_comments,score
665,666,1620482713.0,Stack Overflow,https://stackoverflow.com/questions/67448407/how-to-group-by-in-matlab-on-2-columns,How to group by in matlab on 2 columns?,"<p>There is a matrix:</p>
<p>W=[1 3 1;1 3 2;1 3 3;1 3 4;3 1 2;3 1 3;2 5 3]</p>
<p>1.I want to group by first two columns, and sum the third column. Ideally the result is</p>
<p>[1 3 10;3 1 5;2 5 3]</p>
<p>2.AND if the first two columns are not in order, how to group by first two columns and sum the third column？ Ideally result is: [1 3 15;2 5 3] or [3 1 15;2 5 3]</p>
",xc-2021,"['arrays', 'matlab', 'matrix']",2.0,-2.0
666,667,1620780682.0,Stack Overflow,https://stackoverflow.com/questions/67496025/why-do-python-numpy-scipy-numerical-eigenvectors-act-incorrect-compared-to-matla,Why do Python NumPy/SciPy numerical eigenvectors act incorrect compared to MATLAB when there is at least one eigenvalue degenerate point?,"<p>For a physics problem, I numerically solve an eigenvalue equation with a square matrix (that is usually complex-valued, but is guaranteed to have real eigenvalues by construction). I have a 2D parameter space <code>(x,y)</code>, over which I solve this equation at every point.
Then I take the dot product of an eigenvector and the discretized time derivative of another eigenvector along a trajectory in <code>(x,y)</code>. For example, if my matrix is <code>4 x 4</code>, and I get eigenvectors <code>A, B, C, D</code> with eigenvalues <code>a, b, c, d</code>, I am talking about <code>(A).(dB/dt)</code> (which is usually complex-valued). Then I calculate its complex argument/angle.</p>
<p>As long as my <code>(x,y)</code> points are sufficiently close enough (i.e. 'continuous'), and as long as I know that the eigenvalues of each eigenfunction considered are unique at every point along the trajectory (i.e. <code>a =/= b</code> at for all <code>(x,y)</code> making the trajectory), I can expect this angle to be a continuous quantity as well, without any sharp jumps (as in the first figure). However, when using Numpy/Scipy it seems as if this 'continuous' quality is ruined by a degenerate/repeating eigenvalue <strong>even if it is not on the trajectory</strong>. That is, if my trajectory comprises <code>{(x1,y1),(x2,y2),(x3,y3),(x4,y4),(x5,y5)}</code>, with unique eigenvalues at each point (i.e. <code>a1 =/= b1, a2 =/= b2, ...</code>), it seems as if that <code>a9 = b9</code> at <code>(x9, y9)</code> causes trouble even if <code>(x9, y9)</code> is not on the trajectory considered.
I deduced this by changing my matrix so that the eigenvalues of each eigenfunction are unique at each point (i.e. I forced <code>a9 =/= b9</code>). Doing so gave me a 'continuous' angle. On the contrary, both cases are 'continuous' in MATLAB, as expected in theory.</p>
<p>It seems as if the issue is with the complex phases assigned to the numerical eigenfunctions. I used <code>np.unwrap</code> to delve into this more (last figure below), but it wasn't too fruitful.
I have spent weeks trying to understand why, to no avail. Any suggestions would be appreciated.</p>
<p>Expected behavior of complex argument along a trajectory without any repeating eigenvalues (both Python and MATLAB shows this when eigenvalues are unique everywhere):
<a href=""https://i.stack.imgur.com/OX9sx.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/OX9sx.png"" alt=""enter image description here"" /></a></p>
<p>Observed behavior when using <code>numpy.linalg.eig</code> or <code> scipy.linalg.eig</code>:
<a href=""https://i.stack.imgur.com/OS8Iv.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/OS8Iv.png"" alt=""enter image description here"" /></a></p>
<p>Observed behavior when using <code>numpy.linalg.eig</code> AND <code>np.unwrap</code> - there aren't supposed to be jumps:
<a href=""https://i.stack.imgur.com/drUXr.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/drUXr.png"" alt=""enter image description here"" /></a></p>
",TribalChief,"['python', 'matlab', 'numpy', 'scipy', 'physics']",0.0,1.0
667,668,1620769327.0,Stack Overflow,https://stackoverflow.com/questions/67494706/input-data-size-does-not-match-net-inputs-size,Input data size does not match net.inputs size,"<p>I wrote this code in Matlab for a feedforward neural network approaching a function with 3 inputs and 1 output.
When I run it, I get the error:
Error using network/train (line 340)
Input data size does not match net.inputs{1}.size.
Error in ff (line 17)
net1 = train(net,P, T);</p>
<p>Does anyone know what is wrong and how can I train and simulate it correctly?</p>
<pre><code>clc; clear;
x = linspace(-1,1,200); 
y = linspace(-1,1,200); 
z = linspace(-1,1,200);
f=z.*z + x.*x.*x -2*x.*cos(y.*z +4); 
            
Px=x; Py=y; Pz=z; P={Px;Py;Pz}; T=f; 
limit = [-1 1;-1 1;-1 1] ;
net=newff(limit, [150,150,1], {'tansig','tansig','purelin'},'traingd'); 
net.trainParam.show = 50; 
net.trainParam.lr = 0.01;  
net.trainParam.epochs =1000;
net.trainParam.goal = 1e-5;
net.numInputs=3;
%Train  
net1 = train(net,P, T); 
N = 200;
Pxtest = 4*rand(1,N);
Pytest = 4*rand(1,N);
Pztest = 4*rand(1,N);
Ptest={Pxtest;Pytest;Pztest};
fTest = Pztest.*Pztest + Pxtest.*Pxtest.*Pxtest -2*Pxtest.*cos(Pytest.*Pztest +4); 
atest= sim(net1,Ptest);
mse = sum((fTest-atest).^2)/N;
fprintf('Mean square Error = %.4f\n', mse)
% Plot 
plot(P,T,'r--',Ptest,atest,'ro', Ptest,fTest,'b*'); grid;
legend('Function','predicted value','actual value')
</code></pre>
",Sissy,"['matlab', 'input', 'neural-network', 'feed-forward']",0.0,0.0
668,669,1620765374.0,Stack Overflow,https://stackoverflow.com/questions/67493998/matlab-truncate-large-text-and-append,matlab: truncate large text and append &#39;...&#39;,"<p>I have a large array of text (<code>text</code>, stored as <code>cell-array</code>), that I want to truncate in matlab, say for 5 characters. Truncating with <code>regexprep</code> is quite efficient, but now, I would love to append a <code>'...'</code> at the end of every truncated match (and <em>only</em> there).</p>
<p>(How) can this be achieved within MATLAB's <code>regexprep</code>?</p>
<pre><code>&gt;&gt; text = {'123456780','1','12'}; %&lt;- small representative sample
&gt;&gt; regexprep(text,'(^.{0,5})(.*)','$1') %capture first 5 characters or less in first group (and replace the text with first group captures)

ans =

  1×3 cell array

    {'12345'}    {'1'}    {'12'}
</code></pre>
<p>it <em>should</em> read:</p>
<pre><code>ans =

  1×3 cell array

    {'12345...'}    {'1'}    {'12'}
</code></pre>
",user2305193,"['regex', 'matlab', 'regexp-replace']",2.0,0.0
669,670,1620764924.0,Stack Overflow,https://stackoverflow.com/questions/67493929/how-would-one-realize-sorting-out-all-non-3d-enclosed-elements-in-an-3d-array,"How would one realize, sorting out all non-3d enclosed elements in an 3d-array (Matlab/Python)","<p>Assume, you have an binary 3D-Numpy array after segmentation in an CNN.</p>
<p>Now you are interested to sort out all the Enclosed elements, which are 2-dimensional (e.g. x-y-plane), to reduce the false positive predictions of your CNN (the desired areas in the binary mask are typically 3 dimensional, so you just want to keep those).</p>
<p>So you need to check, if the enclosed element (group of entries with 1's that are connected to each other) has at least one of the as 1 labelled entries in the neighboring dimension (z) connected to at least one of the pixels, that are labelled as 1 in the initial area (in x-y-plane). This is the same for all combinations of the directions.</p>
<p>A pixel wise check would not work, since one would remove all the outer labelled pixels.</p>
<p>Is there any built in python function, that can help figuring this task out?</p>
",Nanex1011,"['python', 'matlab', 'numpy', 'tensorflow', 'tf.keras']",0.0,0.0
670,671,1620759378.0,Stack Overflow,https://stackoverflow.com/questions/67492802/how-to-color-the-3d-points-cloud,How to color the 3D points cloud,"<p>I've tried to do 3d reconstruction using multiple images and I also have my camera intrinsics params. I used SFM in Matlab the 3D points are the same color, I wonder how can I visualize the 3D points in their own color similar to the color in images. any help would be really appreciated. And also if you know of some implementation for 3d reconstruction from multiple images in Matlab or Python please recommend. thank you very much.</p>
",shelman,"['python', 'matlab', '3d-reconstruction', 'structure-from-motion']",1.0,-2.0
671,672,1620739727.0,Stack Overflow,https://stackoverflow.com/questions/67487772/edge-linking-in-matlab,Edge linking in Matlab,"<p>I am trying to link the edges in images like the image below:</p>
<p><img src=""https://i.stack.imgur.com/YGP2U.png"" alt=""Broken Edges"" /></p>
<p>I've tried using dilation/erosion operations but the result isn't good. Is there any other way to link the edges?</p>
<p>Here is the original image:</p>
<p><img src=""https://i.stack.imgur.com/vmBiF.jpg"" alt=""Original Image"" /></p>
",Katerina T,"['matlab', 'image-processing', 'edge-detection', 'hough-transform']",1.0,-2.0
672,673,1620725132.0,Stack Overflow,https://stackoverflow.com/questions/67483986/sort-out-string-from-excel-file-to-matlab,sort out string from Excel File to Matlab,"<p><img src=""https://i.stack.imgur.com/A9WAc.jpg"" alt=""enter image description here"" /></p>
<pre><code>PlateNumber ='30E92115';
[~,UserData] = xlsread('userdata.xlsx','A:B');
Plate = UserData(:,1);
Email = UserData(:,2);
noPlate = numel(Plate);
    for i = 1:noPlate
        destination=[];
        comp = strcmp(Plate,PlateNumber);
        comp = double(comp);
        if  comp == 1
            Email = destination;
        end
    end
disp(destination);
</code></pre>
<p>Are there anyway that i can assign the output of Email to the Destination , somehow the comp value show is 1 at the red markered email but the string cannot be attach to the Destination variable</p>
",path Leo,"['excel', 'matlab']",1.0,0.0
673,674,1620557259.0,Stack Overflow,https://stackoverflow.com/questions/67456829/matlab-i-have-an-error-in-matlab-if-else-script-i-can-not-save-it-and-run,"Matlab, I have an error in matlab if- else script. I can not save it and run","<p>I am new in matlab and trying a new script . It is working when I click &quot;Run and Advance&quot; button, but when I &quot;save&quot;, then &quot;run&quot;, it gives this error:</p>
<p>&quot; if
↑
Error: Invalid expression. Check for missing or extra characters.&quot;</p>
<p>My code is:</p>
<pre><code>x=input(&quot;Sayı: &quot;);
if x&lt;45 
fprintf(&quot;Küçük ve :%d&quot;, x);
elseif x&lt;55 
fprintf(&quot;Büyük ve %d&quot;, x);
else
fprintf(&quot;Baya büyük&quot;);
end;
</code></pre>
<p>What should I do ?</p>
<p>Edit: I checked code again, but in matlab it is not working. So as you say, I think the problem is about version of matlab or smt. else. Thank you for your answers</p>
",Raphael,['matlab'],1.0,0.0
674,675,1620727367.0,Stack Overflow,https://stackoverflow.com/questions/67484538/how-to-mark-noisy-points-on-from-a-signal,How to mark noisy points on from a signal,"<p>I have a signal like this</p>
<p><a href=""https://i.stack.imgur.com/e879p.jpg"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/e879p.jpg"" alt=""plot 1"" /></a></p>
<p>And now i need to mark the points that are considered noisy in the signal. How to do that?</p>
<p>Noisy parts are just as shown in the zoomed in version of the plot and how to mark the noisy points in this signal by using matlab?</p>
<p><a href=""https://i.stack.imgur.com/lsunI.jpg"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/lsunI.jpg"" alt=""plot 2"" /></a></p>
",dazemood,['matlab'],1.0,0.0
675,676,1417286725.0,Stack Overflow,https://stackoverflow.com/questions/27205690/function-readmtx-on-matlab,Function readmtx on matlab,"<p>I want to read a matrix that is on my matlab path. I was using the function readmtx but I don't know what to put on 'precision' (mtx = readmtx(fname,nrows,ncols,precision)).
I was wondering if you could help me with that. Or suggest a better way to read the matrix</p>
",mdp,['matlab'],1.0,-1.0
676,677,1601977487.0,Stack Overflow,https://stackoverflow.com/questions/64223298/solving-differential-equations-in-matlab-for-different-values-of-input,Solving Differential Equations IN MATLAB For Different Values Of Input,"<p>I have written a function plus a script to calculate and plot the response of a 1-degree-of-freedom system using 4th order runge-kutta method  in matlab. Here is the thing that I want to plot the response of the system for different values of inputs. I have zero initial conditions and the input is as follows:</p>
<pre><code>F(t) = 5*sin(w*t)
</code></pre>
<p>Where w = [2 5 10]</p>
<p>I don't know how to use a loop in my function to form the state space for all values of w and
solve my equation and plot it for different values of w which makes a different input for each iteration. Notice that one way to do is write three different functions for all three cases and calculate the response.I do not want that. I just want a single function and my script which uses ode45 function to solve my differential equation but to plot the response for all values of w. How would You suggest me to do that. Here are my script and function:</p>
<pre><code>function xDot = Myfnc(t,x)
global w
f = 5*sin(w*t);
%% Using State Space 

A = [0 1;-100 -1];
b = [0 f]';
xDot = A*x+b;
end




clc;
clear
close all;
%%
% y(..)+y(.)+100y = f(t)
% ZERO INITIAL conditions
% To A Harmonic Input
t = 0:0.1:15;
global w
w = 2;
Ics = [0 0];

[T,Y] = ode45(@Myfnc,t,Ics);

% plot(T,Y(:,1),'r','LineWidth',4)
% grid on
% hold on
% plot(T,Y(:,2),'k','LineWidth',3)
</code></pre>
",MMd.NrC,"['matlab', 'nested-loops', 'runge-kutta']",2.0,1.0
677,678,1620731487.0,Stack Overflow,https://stackoverflow.com/questions/67485591/code-to-load-file-stops-working-from-one-minute-to-the-other-matlab-eeglab,Code to load file stops working from one minute to the other matlab eeglab,"<p>I use this for loop to export my set file to .txt.</p>
<pre><code>for i = 1:length(files)
    filename = files(i).name;
    
    EEG = pop_loadset('filename', filename, 'filepath', directory_name);
    
    EEG = eeg_checkset( EEG );
    EEG = pop_export(EEG,fullfile(directory_name, [filename(1:end-4),'.txt']),'transpose','on','separator',',','precision',7);
end
</code></pre>
<p>But this is less my concern than the fact that the code worked well, but suddenly, it give me this error.</p>
<pre><code>Reference to non-existent field 'setname'.

Error in eeg_checkset (line 689)
    if ~isempty(EEG.setname)

Error in pop_loadset (line 204)
    EEG = eeg_checkset(EEG);

Error in save_as_txt (line 43)
    EEG = pop_loadset('filename', filename, 'filepath', directory_name);
</code></pre>
<p>I tried to reopen matlab, but it still gives the same error again and again.... Also when I use other scripts that start the same way, it is not working anymore.</p>
<p>DO you have any suggestions?
Thank you very much!!</p>
",Ang,"['matlab', 'eeglab']",1.0,0.0
678,679,1615144765.0,Stack Overflow,https://stackoverflow.com/questions/66520433/epoch-eeg-data-between-two-events-instead-of-min-max-seconds,"Epoch EEG data between two events, instead of min_max seconds?","<p>I would like to epoch my EEG data, but not based on the duration in seconds as it it commonly done, but one epoch should last the length of the stimuli presentation that is jittered. Therefore, I would like to indicate the start and end of an epoch by the beginning of the stimuli (marked by an event) and the beginning of the stimuli of the next trial (another event).
(One epoch will contain other events which should stay in the epoch but not considered for the moment.)</p>
<p>For example I have this line of events:
104 1 2 3 4 5 105 1 2 3 4 5 103 1 2 3 4 5</p>
<p>And I want epochs containing the events from 104 to 105 (105 not included); then from 105 to 103 (103 not included) and 103 to the end.</p>
<p>Do you know if this is possible to be done in matlab (or python)?</p>
<p>Thank you very much :)</p>
",Ang,"['python', 'matlab', 'epoch', 'mne-python']",2.0,1.0
679,680,1620729762.0,Stack Overflow,https://stackoverflow.com/questions/67485155/shorten-matlab-equation-with-huge-fractions,Shorten MATLAB equation with huge fractions,"<p>I have an equation with big fractions:</p>
<pre><code>charEquation = (1226445470683446638330217*k1)/4503599627370496000000000 - (41600478995284454232578811*k2)/28823037615171174400000000 - ...
</code></pre>
<p>How can I shorten the equation so there are smaller factors?
Ex:</p>
<pre><code>0.2723*k1 - (1.4433*k2 - .....
</code></pre>
<p>Thank you for your answers</p>
<p>To reproduce a small version of the problem use the following MATLAB code</p>
<pre><code>syms k1 k2 k3 s; 
sMatrix = [s 0 0 ; 0 s 00; 0 0 s ]; 
kMatrix = [k1; k2; k3]; 
aMatrix = [1.234 23.2 2.43; 1.24 3.2 1.43; 1.4 2.2 2.3]; 
charEquation = sMatrix-(aMatrix*kMatrix)
</code></pre>
",andyyy,"['matlab', 'simulink', 'equation']",0.0,0.0
680,681,1620724602.0,Stack Overflow,https://stackoverflow.com/questions/67483864/matlab-calculating-sum-of-all-molecules-produced-in-the-interval-time,Matlab - calculating sum of all molecules produced in the interval time,"<p>I am struggling with the code for calculating the sum of molecules produced in an interval and I think the issue is with establishing the interval the sum is being taken at.</p>
<p>prod_time_seq = total_time as a vector</p>
<pre><code>bin_interval= 1;

number_min= 720; 

prod_per_min= zeros(bin_interval,number_min);

for  i=2:number_min  

    int(i) = 1 + ceil((prod_time_seq(i)-prod_time_seq(1))./60); %time interval
    prod_per_min(i) = sum(int(i)); %sum of the molecules of each array
   
end
</code></pre>
",Elina,['matlab'],1.0,0.0
681,682,1620721846.0,Stack Overflow,https://stackoverflow.com/questions/67483141/lsqnonlin-optimization-unexpected-behavior,Lsqnonlin optimization unexpected behavior,"<p>I am experimenting with lsqnonlin, first with a very simple problem: make lsqnonlin find translation params. I have an &quot;original&quot; image I, appy translations and then try to make lsqnonlin find them: results of lsqnonlin are in txy_sol_lsqnonlin.
The problem is that it almost immediately stops and always gives me useless results i.e. the same init values that I give it + maybe 0.5 or something like if it can't do more than a few steps and immediately stop searching anymore... Please help me find the problem.
The full code is :</p>
<pre><code>I = phantom(256);
tx=22;
ty=5;
I_tr = imtranslate(I,[tx ty]);
fun = @(txy) [reshape( imtranslate(I,[txy(1) txy(2)])-I_tr,[],1) ];

lsqnonlinoptions=optimset('Algorithm','Levenberg-Marquardt','MaxIter',1000,'Display','iter');
tx_init = 0;
ty_init = 0;
[txy_sol_lsqnonlin,resnorm,residual,exitflag,output]  = lsqnonlin(fun,[tx_init, ty_init],[],[],lsqnonlinoptions);
</code></pre>
<p>the output is the following:</p>
<pre><code>                                        First-Order                    Norm of 
 Iteration  Func-count    Residual       optimality      Lambda           step
     0           3         5058.12             410         0.01
     1           6         4752.75            58.7        0.001       0.572352
     2           9         4738.31            1.21       0.0001       0.177726
     3          12          4738.3         0.00463        1e-05     0.00236374
     4          15          4738.3        2.41e-05        1e-06    1.27094e-05
</code></pre>
",SheppLogan,"['matlab', 'optimization']",0.0,0.0
682,683,1620695212.0,Stack Overflow,https://stackoverflow.com/questions/67479328/how-can-the-data-point-where-values-start-to-decrease-for-the-first-time-in-a-da,"How can the data point where values start to decrease for the first time in a data be found, as this decrease continues at the following 3 datapoints?","<p>I have 1*1630 data. I want to find the first data point where the values in this data start to decrease. However, to accept this as the value I am looking for, this decrease should be consecutive at least in the next 3 data points after the first increase.</p>
<p>The data name is the LWRA and after Fire I am looking for the first data point at which the decreasing started.</p>
<p>G=find(diff(LWRA(:,2))&lt;0)+Fire</p>
<p>However, I stuck about how I can find the first data point in the condition of the decrease continued in the following at least 3 data points.</p>
<p>How do I find this data point? Can you help me with that, please?
Regards</p>
",Canan Y&#252;ksel,['matlab'],0.0,0.0
683,684,1620682633.0,Stack Overflow,https://stackoverflow.com/questions/67477962/interpolating-between-curves-in-spherical-coordinates-preserving-a-slope,"Interpolating between curves in spherical coordinates, preserving a slope","<p>I have two curves, at 0 and 90 deg (azimuth), descrived by points:</p>
<pre><code>aa =

   1.0e+03 *

    1.1534    1.1534
    1.1279    1.1528
    1.0836    1.1523
    1.0194    1.1519
    0.9345    1.1523
    0.8357    1.1519
    0.7138    1.1515
    0.5865    1.1498
    0.4662    1.1458
    0.3426    1.1401
    0.2390    1.1296
    0.1573    1.1146
    0.1061    1.0938
    0.0829    1.0649
    0.0695    1.0263
    0.0589    0.9613
    0.0524    0.8576
    0.0480    0.7146
    0.0454    0.5518
    0.0435    0.3889
    0.0415    0.2570
    0.0399    0.1599
    0.0380    0.1010
    0.0360    0.0725
    0.0337    0.0568
    0.0310    0.0478
    0.0280    0.0408
    0.0248    0.0341
    0.0215    0.0273
    0.0178    0.0217
    0.0166    0.0173
    0.0159    0.0126
    0.0112    0.0081
    0.0070    0.0034
    0.0039    0.0013
    0.0009    0.0003
         0         0
</code></pre>
<p>so,</p>
<pre><code>theta = deg2rad(0:2.5:90);
phi =  deg2rad([0 90]);
</code></pre>
<p>I need to interpolate between these curves, or to obtain curves in steps of 5 degrees</p>
<pre><code>phi2 =  deg2rad(0:5:90);
</code></pre>
<p>Thee thing is that I need to preserve the slope, I've tried:</p>
<pre><code>New_curves = interp1(phi, aa',phi2, 'pchip');
</code></pre>
<p>But the resulting curves are non-monotonic (I would include an image but I'm new here and so I'm not allowed).
Coould you perhaps help me out, please? How can I do the interpolation so that the curves are monotonic (the slope is preserved?). I tired to convert to cartesian and interpolate there, but that didn't work very well either.</p>
",Gosia Perz,['matlab'],0.0,0.0
684,685,1390533512.0,Stack Overflow,https://stackoverflow.com/questions/21323784/use-absolute-pearson-correlation-as-distance-in-k-means-algorithm-matlab,Use Absolute Pearson Correlation as Distance in K-Means Algorithm (MATLAB),"<p>I need to do some clustering using a correlation distance but instead of using the built-in 'distance' 'correlation' which is defined as d=1-r I need the absolute Pearson distance. In my application anti-correlated data should get the same cluster ID. And now when using the kmeans() function I'm getting centroids that are highly anticorrelated which I would like to avoid by combining them. Now, I'm not that fluent in matlab yet and have some problems reading the kmeans function. Would it be possible to edit it for my purpose?</p>
<p>Example: <img src=""https://i.imgur.com/uwLxocw.png"" alt="""" /></p>
<p>Row 1 and 2 should get the same cluster ID  when using the correlation distance as metrics.</p>
<p>I did some attempts to edit the built-in matlab function ( open kmeans- &gt;line 775)
but what's weird - when I change the distance function I'm getting a valid distance matrix but wrong cluster indexes, can't find the reason for it.
Would love to get some tips! all best!</p>
",i008,"['matlab', 'cluster-analysis', 'data-mining', 'k-means']",2.0,3.0
685,686,1620593264.0,Stack Overflow,https://stackoverflow.com/questions/67462199/storing-day-to-day-data-from-matrix-in-another-matrix-octave-matlab,storing day to day data from matrix in another matrix octave / matlab,"<p>I have this huge matrix about 800k rows. (This is just a little piece so you can see how it is made) with 24 hours data from every day, every month of a whole year, about 7 toll stations around a city. I need to store in a new matrix, how many cars paid in cash and how many used the electronic toll device,day to day, the 365 days and then graph the whole thing. In this case, i don't have to discriminate between the tolls so I know I'll need columns 1,2 8 &amp; 9. 101 means cash and 106 toll pass but honestly I don't know how to operate with such a big matrix, I'm kinda new using octave/matlab and programming in general, so thank you very much for any advice</p>
<pre><code>#Month  Day Hour    weekday(1to7)   TollStation Direction   Vehicle type    method of payment   Amount of vehicles
1   1   0   3   1   1   1   106 6
1   1   0   3   1   2   1   106 18
2   4   0   3   2   1   1   101 16
2   5   0   3   2   1   1   106 159
3   17  0   3   2   1   2   106 5
4   15  0   3   2   2   1   101 12
5   19  0   3   2   2   1   106 182
6   1   0   3   3   1   1   106 98
7   1   0   3   3   1   2   106 6
8   1   0   3   3   2   1   106 67
9   1   0   3   3   2   2   106 6
10  1   0   3   4   1   1   106 59
11  1   0   3   4   1   2   106 1
12  1   0   3   4   2   1   106 106
</code></pre>
<br>
<p><a href=""https://i.stack.imgur.com/t9l6K.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/t9l6K.png"" alt=""enter image description here"" /></a></p>
<p><strong>EDIT:</strong>
im opening the file like this:</p>
<pre><code>file=fopen('FlujoVehicular2019.txt'); %open file
arreglo=fscanf(file, '%i',[9,812513]); %reads file
fclose(file); %close file
M = arreglo';

[nRow, ~] = size(M);


elec_rows=find(M(:,1)==1 &amp; M(:,2)==1 &amp; M(:,8)==10); %filters month 1, day 1 electronic payments

&gt;a = sum(M(elec_rows,9)); %sums all electronic payments from month 1 day 1

&gt;disp(a)
</code></pre>
<p>Now i need to store this data somewhere and then move on to month 1 day 2, month 1 day 3 and so on. How can i do that? Thanks again</p>
",rodrigo guevara,"['matlab', 'loops', 'matrix', 'octave']",1.0,1.0
686,687,1615824702.0,Stack Overflow,https://stackoverflow.com/questions/66641627/adding-a-dc-motor-to-a-simscape-model,Adding a DC Motor to a Simscape Model,"<p>I want simulate an inverted pendulum via Simcape. For this, i created a Model with SolidWorks and tranformed it to Simscape. So far so good. Everything worked and my Simulation shows the predicted physical Behavior.</p>
<p>But now i want to add a dc motor to my simulation, which is hooked to the sledge via belt.</p>
<p>I tried to connect the dc motor block with the revolute joint of the pulley, but it seems Matlab has some issues with it. It shows the error shown below.
Further you can see my simscape modell of my inverted pendulum and how i connectet the Dc motor block to the revolute jo</p>
<p>Has anybody an idea how to connect the dc motor correctly or is there somthing wrong with my simscape model?</p>
<p>I´m kind of running out of ideas and I´m gratefull for any help I can get.</p>
<p><a href=""https://i.stack.imgur.com/gPMss.png"" rel=""nofollow noreferrer"">enter image description here</a></p>
",Done Nakarjakov,"['matlab', 'simulink', 'simscape', 'pendulum']",1.0,0.0
687,688,1620677771.0,Stack Overflow,https://stackoverflow.com/questions/67477139/why-does-matlab-stop-functioning,Why does MATLAB stop functioning?,"<p>I'm working on a code in MATLAB, which reads data from a file in a directory different from the one MATLAB uses, then uses the data in the file to calculate a result, and then writes the result to another file in the same directory as the first file.</p>
<p>This process I've described is to be done at the same time another program runs, and this program is the one that writes the data in the first file. This program updates the data file quickly, overwriting the data in order to write the same amount of lines each time, and the MATLAB code has to get every line added. While the other program runs, MATLAB  code has a <code>while(true)</code> loop. The loop ends when a certain condition is met, and the condition is derived from the data in the file.</p>
<p>The problem is that when I run both programs in order to make them work together, after some time MATLAB code stops outputting the result it should output, while it's still running.
For some time the command window shows the result correctly, then it stops, and if I go to the workspace window, the variables are still there but their value is empty, it's blank. If I press Ctrl+C to stop the code, the values of the variables appear again.</p>
<p>I think MATLAB does this because the other program overwrites the data, and for some reason MATLAB doesn't like that, but I'm not sure about it. So here am I asking for your help.</p>
<p>Every line of the data file contains 3 numbers. The first number and last number increase every line. The second number doesn't. Everytime the file is opened, it has 3 lines.
Here's the MATLAB code:</p>
<pre><code>clc;

a = true;
num = 3;
count = zeros(num,1);
time = zeros(num,1);
List = cell(num,1);
temp = 0;
index = 1;
indexString = '';
result = '';

while(a == true)    
    i = 1;
    Value = cell(1,num);
    fileID = fopen('/OtherProgramThatRunsAlongMatlab/Folder/AnotherFolder/AnotherFolder/FileToBeRead.txt');
    tline = fgetl(fileID);
    try
        while ischar(tline)
            newStr = strsplit(tline);
            count(i,1) = str2double(newStr{1,1});
            List{i,1} = str2num(newStr{1,2});
            time(i,1) = str2double(newStr{1,3});
            i = i+1;
            tline = fgetl(fileID);
        end
    catch
        fclose(fileID);
        continue;
    end
    fclose(fileID);
    %pause(5/1000); //I tried adding a pause of 5 ms to see if the issue was too much processing from MATLAB, but it didn't solve the problem
    lastCount = numel(count);
    count(lastCount);
    if(count(lastCount) &gt; temp)
        lastTime = numel(time);
        if(time(lastTime) &gt;= 49)
            a = false;
        end
        temp = count(lastCount,1);
        indexString = num2str(index);
        lastValue = numel(List);
        Value{1,1} = List{lastValue-2,1};
        Value{1,2} = List{lastValue-1,1};
        Value{1,3} = List{lastValue,1};
        Value = cell2table(Value);
        y = &quot;HereICalculateTheResultWithAFunctionUsingTheVariableValue&quot;;
        anotherFileID = fopen('/OtherProgramThatRunsAlongMatlab/Folder/AnotherFolder/AnotherFolder/FileWhereIPutTheResult.txt','w');
        if(strcmp('YES',y{1,1}))
            result = append(indexString,' ',num2str(1))
            fprintf(anotherFileID, '%s\n', result);
        else
            result = append(indexString,' ',num2str(0))
            fprintf(anotherFileID, '%s\n', result);
        end
        fclose(anotherFileID);
        index = index + 1;
    end
end
</code></pre>
",SuperFluo,"['c', 'matlab', 'real-time']",0.0,0.0
688,689,1620483511.0,Stack Overflow,https://stackoverflow.com/questions/67448533/how-to-see-voltage-wave-in-simulink-simscape,How to see voltage wave in simulink/simscape?,"<p>I'm analyzing the bahaviour of a RLC circuit and I need to observe the voltage and current wave of the circuit but I cannot find a way to do this. I need something like an oscilloscope but the <em>scope</em> does not work with the elements i am working with. What can I do?</p>
<p>The link below is my circuit, I'm using Simscape/Foundation Library elements</p>
<p><a href=""https://i.stack.imgur.com/7NUQL.png"" rel=""nofollow noreferrer"">This is my circuit</a></p>
",Camilo Castro,"['matlab', 'simulink', 'simscape']",1.0,0.0
